cs_key,city_state,county_name,s_key,population,density,lat,lng,timezone,zips
16668,"Coalville,IA",Webster,15,722,127,42.4406,-94.1193,America/Chicago,50501
16669,"Grayland,WA",Grays Harbor,47,722,40,46.8304,-124.0898,America/Los_Angeles,98547
16670,"Gaston,OR",Washington,37,722,822,45.4348,-123.1449,America/Los_Angeles,97119
16671,"Noonday,TX",Smith,43,722,133,32.2445,-95.397,America/Chicago,75762 75703
16672,"Stewardson,IL",Shelby,13,721,449,39.2639,-88.6301,America/Chicago,62463
16673,"North High Shoals,GA",Oconee,10,721,115,33.8271,-83.5014,America/New_York,30621 30645
16674,"Holdingford,MN",Stearns,23,721,334,45.7298,-94.4717,America/Chicago,56340
16675,"Whitewater,KS",Butler,16,721,677,37.9636,-97.146,America/Chicago,67154
16676,"Bulls Gap,TN",Hawkins,42,721,228,36.2616,-83.0788,America/New_York,37711
16677,"Tyronza,AR",Poinsett,4,721,180,35.4868,-90.3559,America/Chicago,72386
16678,"Fremont,IA",Mahaska,15,721,269,41.2126,-92.4342,America/Chicago,52561
16679,"Koppel,PA",Beaver,38,721,518,40.8356,-80.3213,America/New_York,16136
16680,"Shipshewana,IN",LaGrange,14,721,204,41.6743,-85.5765,America/Indiana/Indianapolis,46565
16682,"Berlin,OH",Holmes,35,721,197,40.5628,-81.8011,America/New_York,44654 44610
16683,"Liberal,MO",Barton,25,721,334,37.559,-94.5161,America/Chicago,64762
16684,"Cedar Key,FL",Levy,9,720,275,29.1462,-83.0388,America/New_York,32625
16685,"Peletier,NC",Carteret,33,720,76,34.727,-77.0759,America/New_York,28584
16686,"Brownton,MN",McLeod,23,720,700,44.7326,-94.3508,America/Chicago,55312
16687,"Forest Junction,WI",Calumet,49,720,107,44.2139,-88.1496,America/Chicago,54110 54123 54129
16688,"New Washington,IN",Clark,14,720,53,38.5657,-85.5461,America/Kentucky/Louisville,47147 47162
16689,"Alma,WI",Buffalo,49,719,52,44.3371,-91.9223,America/Chicago,54622 54610
16690,"Golden City,MO",Barton,25,719,268,37.3931,-94.0943,America/Chicago,64748
16691,"Grandview,IN",Spencer,14,719,289,37.9369,-86.9842,America/Chicago,47615
16692,"Cammack Village,AR",Pulaski,4,719,981,34.7808,-92.3449,America/Chicago,72207
16693,"Edgemont,SD",Fall River,41,719,201,43.2973,-103.8323,America/Denver,57735
16694,"Lakeview,AR",Baxter,4,719,266,36.3739,-92.5387,America/Chicago,72642
16695,"Lake Tapawingo,MO",Jackson,25,719,756,39.019,-94.3131,America/Chicago,64015
16696,"Karlstad,MN",Kittson,23,719,184,48.578,-96.5169,America/Chicago,56732
16697,"Quitman,AR",Cleburne,4,719,143,35.382,-92.2142,America/Chicago,72131
16698,"Deal,NJ",Monmouth,30,719,234,40.2497,-73.9976,America/New_York,7723
16699,"Kansas,IL",Edgar,13,719,271,39.5545,-87.9396,America/Chicago,61933
16700,"Challenge-Brownsville,CA",Yuba,5,719,28,39.4646,-121.2632,America/Los_Angeles,95925 95919
16701,"Buckley,MI",Wexford,22,718,152,44.5033,-85.672,America/Detroit,49620
16702,"Etna,CA",Siskiyou,5,718,364,41.4582,-122.8946,America/Los_Angeles,96027
16703,"New Florence,MO",Montgomery,25,718,92,38.9092,-91.4529,America/Chicago,63363
16704,"San Jose,AZ",Graham,3,718,66,32.8169,-109.5957,America/Phoenix,85546
16705,"Addison,AL",Winston,1,718,73,34.2017,-87.1765,America/Chicago,35540
16706,"Ider,AL",DeKalb,1,718,51,34.7022,-85.6691,America/Chicago,35981 35978
16707,"Fair Haven,NY",Cayuga,32,717,157,43.3263,-76.7044,America/New_York,13156 13064
16708,"Kadoka,SD",Jackson,41,717,121,43.8325,-101.5081,America/Denver,57543
16709,"Flemington,GA",Liberty,10,717,58,31.8507,-81.5603,America/New_York,31313
16710,"Glen Ullin,ND",Morton,34,717,271,46.812,-101.8333,America/North_Dakota/New_Salem,58631
16711,"Perrysville,OH",Ashland,35,717,351,40.6584,-82.3144,America/New_York,44864
16712,"Welaka,FL",Putnam,9,717,187,29.4822,-81.6658,America/New_York,32193 32189
16713,"Parmelee,SD",Todd,41,717,48,43.3241,-101.041,America/Chicago,57566
16714,"Lyons,IN",Greene,14,716,343,38.9884,-87.0812,America/Indiana/Indianapolis,47443
16715,"Scio,OH",Harrison,35,716,496,40.399,-81.0882,America/New_York,43988
16716,"Cleveland,NY",Oswego,32,716,244,43.2398,-75.8847,America/New_York,13042
16717,"Kenwood,CA",Sonoma,5,716,53,38.4153,-122.5387,America/Los_Angeles,95452 95442
16718,"Plains,GA",Sumter,10,716,339,32.0331,-84.3946,America/New_York,31780
16719,"Courtdale,PA",Luzerne,38,716,274,41.2848,-75.9142,America/New_York,18704
16720,"Allenhurst,GA",Liberty,10,716,252,31.7839,-81.6078,America/New_York,31301 31313
16721,"Hinckley,UT",Millard,44,716,55,39.3336,-112.6736,America/Denver,84635
16722,"Wilton,ND",McLean,34,716,497,47.1581,-100.7842,America/Chicago,58579
16723,"Point Hope,AK",North Slope,2,715,55,68.3445,-166.6738,America/Nome,99766
16724,"Mayesville,SC",Sumter,40,715,269,33.9849,-80.2044,America/New_York,29104
16725,"Petros,TN",Morgan,42,715,70,36.1028,-84.4503,America/New_York,37840 37845
16726,"Pilot Knob,MO",Iron,25,715,307,37.6237,-90.6454,America/Chicago,63650 63663
16727,"Hunting Valley,OH",Cuyahoga,35,715,34,41.4802,-81.4108,America/New_York,44022
16728,"Tonica,IL",LaSalle,13,715,202,41.2159,-89.0702,America/Chicago,61370
16729,"Delft Colony,CA",Tulare,5,715,4205,36.512,-119.4465,America/Los_Angeles,93618
16730,"Pine Harbor,TX",Marion,43,715,82,32.7723,-94.4992,America/Chicago,75657
16731,"Jonesburg,MO",Montgomery,25,714,196,38.8546,-91.3028,America/Chicago,63351
16732,"Pateros,WA",Okanogan,47,714,546,48.0536,-119.8994,America/Los_Angeles,98846
16733,"Ventura,NM",Luna,31,714,50,32.2438,-107.6832,America/Denver,88030
16734,"Wadley,AL",Randolph,1,714,189,33.1239,-85.5683,America/Chicago,36276
16735,"Avon,IL",Fulton,13,714,611,40.662,-90.4351,America/Chicago,61415
16736,"La Rue,OH",Marion,35,714,576,40.578,-83.3821,America/New_York,43332
16737,"West Hamlin,WV",Lincoln,48,714,516,38.2801,-82.1941,America/New_York,25571 25506
16738,"Nucla,CO",Montrose,6,714,397,38.2668,-108.549,America/Denver,81424
16739,"Williamsburg,CO",Fremont,6,713,77,38.384,-105.171,America/Denver,81226 81212
16740,"Roff,OK",Pontotoc,36,713,298,34.6288,-96.8411,America/Chicago,74865
16741,"Mount Morris,PA",Greene,38,713,103,39.7342,-80.0755,America/New_York,15349
16742,"Berlin Heights,OH",Erie,35,713,171,41.3204,-82.4904,America/New_York,44814
16743,"North Philipsburg,PA",Centre,38,713,367,40.9092,-78.2088,America/New_York,16866
16744,"Adair,IA",Guthrie,15,713,125,41.5004,-94.6434,America/Chicago,50002
16745,"Ventura,IA",Cerro Gordo,15,713,155,43.1283,-93.4621,America/Chicago,50428 50482
16746,"Hickman,CA",Stanislaus,5,712,353,37.6228,-120.7532,America/Los_Angeles,95323
16747,"Hillcrest,TX",Brazoria,43,712,625,29.3924,-95.2233,America/Chicago,77511
16748,"East Dailey,WV",Randolph,48,712,261,38.7795,-79.8911,America/New_York,26253
16749,"Hawk Point,MO",Lincoln,25,712,734,38.9714,-91.1321,America/Chicago,63349
16750,"Marine on St. Croix,MN",Washington,23,712,70,45.1983,-92.7783,America/Chicago,55047
16751,"Elmore City,OK",Garvin,36,712,300,34.6299,-97.3909,America/Chicago,73433
16752,"Jefferson,SC",Chesterfield,40,712,152,34.6512,-80.3866,America/New_York,29718
16753,"Vicksburg,PA",Union,38,712,570,40.9384,-76.9905,America/New_York,17844
16754,"Crabtree,OR",Linn,37,712,151,44.6377,-122.9059,America/Los_Angeles,97374 97335
16755,"Blythe,GA",Richmond,10,711,96,33.3011,-82.2025,America/New_York,30805
16756,"Pelion,SC",Lexington,40,711,74,33.7751,-81.2502,America/New_York,29123
16757,"Riverview,VA",Wise,46,711,481,36.9326,-82.4846,America/New_York,24230
16758,"Steele,ND",Kidder,34,711,494,46.8568,-99.9181,America/Chicago,58482
16759,"Rome,WI",Jefferson,49,711,74,42.9823,-88.6389,America/Chicago,53137 53178
16760,"East Barre,VT",Washington,45,711,102,44.1498,-72.4498,America/New_York,5641
16761,"Zavalla,TX",Angelina,43,710,131,31.1584,-94.418,America/Chicago,75980
16762,"Hanson,KY",Hopkins,17,710,116,37.4184,-87.4808,America/Chicago,42413
16763,"New Straitsville,OH",Perry,35,710,210,39.5793,-82.2343,America/New_York,43766
16764,"Echo,OR",Umatilla,37,710,473,45.7431,-119.1919,America/Los_Angeles,97826
16765,"Moapa Town,NV",Clark,28,710,1,36.7708,-114.6473,America/Los_Angeles,89025 89037 89067
16766,"New Seabury,MA",Barnstable,21,710,114,41.5689,-70.4811,America/New_York,2649
16767,"Lexington,AL",Lauderdale,1,709,84,34.9652,-87.3735,America/Chicago,35648
16768,"Faulkton,SD",Faulk,41,709,270,45.0342,-99.1267,America/Chicago,57438
16769,"Moncure,NC",Chatham,33,709,57,35.6239,-79.0768,America/New_York,27559
16770,"Bertrand,NE",Phelps,27,709,493,40.5263,-99.6324,America/Chicago,68927
16771,"New Kingstown,PA",Cumberland,38,709,172,40.2311,-77.0728,America/New_York,17050 17072
16772,"Seneca Gardens,KY",Jefferson,17,709,1787,38.2272,-85.6772,America/New_York,40205
16773,"Cherokee,KS",Crawford,16,708,381,37.3451,-94.8215,America/Chicago,66724
16774,"Mineral City,OH",Tuscarawas,35,708,334,40.6018,-81.361,America/New_York,44656
16775,"Nicholson,PA",Wyoming,38,708,235,41.6268,-75.7861,America/New_York,18446
16776,"Walkerville,MT",Silver Bow,26,708,122,46.0366,-112.5396,America/Denver,59701 59703
16777,"North,SC",Orangeburg,40,708,316,33.6164,-81.103,America/New_York,29112
16778,"Avondale,CO",Pueblo,6,708,231,38.2351,-104.3434,America/Denver,81022
16779,"Clear Lake,MN",Sherburne,23,707,266,45.4463,-93.9985,America/Chicago,55319
16780,"Woodall,OK",Cherokee,36,707,24,35.8246,-95.0823,America/Chicago,74434 74464
16781,"Crofton,KY",Christian,17,707,430,37.0477,-87.4843,America/Chicago,42217
16782,"Eureka,UT",Juab,44,707,183,39.9588,-112.1149,America/Denver,84628
16783,"Eastview,TN",McNairy,42,707,53,35.0877,-88.5517,America/Chicago,38367 38375
16784,"Udall,KS",Cowley,16,707,501,37.3889,-97.1177,America/Chicago,67146
16785,"Morrison,OK",Noble,36,707,186,36.2924,-97.0291,America/Chicago,73061
16786,"Quinhagak,AK",Bethel,2,706,66,59.7511,-161.8993,America/Anchorage,99655
16787,"Rosedale,IN",Parke,14,706,690,39.6225,-87.2818,America/Indiana/Indianapolis,47874
16788,"Vernon,FL",Washington,9,706,57,30.6197,-85.7062,America/Chicago,32462
16789,"Livingston Wheeler,NM",Eddy,31,706,165,32.3944,-104.1981,America/Denver,88220
16790,"Ocracoke,NC",Hyde,33,706,31,35.1264,-75.9212,America/New_York,27960
16791,"Normangee,TX",Leon,43,706,244,31.03,-96.1161,America/Chicago,77871
16792,"Kerkhoven,MN",Swift,23,706,327,45.1922,-95.3199,America/Chicago,56252
16793,"Savoonga,AK",Nome,2,705,46,63.6797,-170.4831,America/Nome,99769
16794,"Hennepin,IL",Putnam,13,705,51,41.2589,-89.3216,America/Chicago,61327
16795,"Vandling,PA",Lackawanna,38,705,207,41.631,-75.4703,America/New_York,18421
16796,"Tigerton,WI",Shawano,49,705,149,44.7409,-89.0459,America/Chicago,54486
16797,"Bruce,WI",Rusk,49,705,117,45.459,-91.2734,America/Chicago,54819
16798,"Adena,OH",Jefferson,35,704,506,40.2166,-80.8762,America/New_York,43901
16799,"Grover,NC",Cleveland,33,704,284,35.1735,-81.452,America/New_York,28073
16800,"Algodones,NM",Sandoval,31,704,37,35.3802,-106.4731,America/Denver,87001
16801,"Big Thicket Lake Estates,TX",Liberty,43,704,116,30.4874,-94.7678,America/Chicago,77351 77369
16802,"Quincy,OH",Logan,35,704,239,40.2956,-83.9687,America/New_York,43343
16803,"Lake Shore,UT",Utah,44,704,24,40.1322,-111.7483,America/Denver,84660
16804,"Victor,MT",Ravalli,26,704,608,46.4161,-114.1491,America/Denver,59875
16805,"Sherman,MS",Pontotoc,24,704,156,34.3611,-88.8387,America/Chicago,38828 38869
16806,"Rockport,AR",Hot Spring,4,704,86,34.4069,-92.8078,America/Chicago,72104
16807,"Hosford,FL",Liberty,9,704,54,30.3944,-84.8034,America/New_York,32334
16808,"New River,VA",Pulaski,46,704,691,37.1409,-80.5929,America/New_York,24141
16809,"Vici,OK",Dewey,36,704,629,36.1487,-99.2993,America/Chicago,73859
16810,"Cordova,NM",Rio Arriba,31,704,163,36.0128,-105.8566,America/Denver,87523 87578
16811,"Westbrook,MN",Cottonwood,23,704,410,44.0422,-95.4376,America/Chicago,56183
16812,"Preston,MD",Caroline,20,703,501,38.7112,-75.909,America/New_York,21655
16813,"Bay Shore,MI",Charlevoix,22,703,174,45.3609,-85.1116,America/Detroit,49720 49711
16814,"Newman Grove,NE",Madison,27,703,497,41.7469,-97.7767,America/Chicago,68758
16815,"Bogue,NC",Carteret,33,703,98,34.698,-77.0311,America/New_York,28570
16816,"Woodland,NC",Northampton,33,703,216,36.3306,-77.2149,America/New_York,27897
16817,"Atlanta,MI",Montmorency,22,703,82,45.0017,-84.1536,America/Detroit,49709
16818,"Forestville,NY",Chautauqua,32,702,256,42.4691,-79.1754,America/New_York,14062
16819,"Okay,OK",Wagoner,36,702,327,35.854,-95.3143,America/Chicago,74446 74467
16820,"Big Wells,TX",Dimmit,43,702,489,28.5699,-99.5702,America/Chicago,78830
16821,"Chippewa Park,OH",Logan,35,702,615,40.516,-83.8875,America/New_York,43331
16822,"Chevy Chase Section Five,MD",Montgomery,20,702,2538,38.984,-77.074,America/New_York,20815
16823,"Whitakers,NC",Nash,33,702,330,36.1057,-77.713,America/New_York,27891
16824,"Murray,IA",Clarke,15,702,341,41.0413,-93.9489,America/Chicago,50174
16825,"Chesapeake,OH",Lawrence,35,702,572,38.4298,-82.4489,America/New_York,45619
16826,"Loyalton,CA",Sierra,5,702,762,39.6768,-120.2448,America/Los_Angeles,96118
16827,"Shelby,NE",Polk,27,701,481,41.194,-97.426,America/Chicago,68662
16828,"Porum,OK",Muskogee,36,701,323,35.3568,-95.2634,America/Chicago,74455
16829,"Seymour,IA",Wayne,15,701,115,40.6824,-93.1212,America/Chicago,52590
16830,"Tangier,VA",Accomack,46,701,499,37.8235,-75.9934,America/New_York,23440
16831,"Corfu,NY",Genesee,32,701,271,42.9611,-78.4026,America/New_York,14036
16832,"Unionville,PA",Butler,38,701,105,40.9423,-79.9613,America/New_York,16001
16833,"Cloudcroft,NM",Otero,31,701,165,32.9532,-105.7328,America/Denver,88317
16834,"Trimont,MN",Martin,23,700,343,43.7611,-94.7162,America/Chicago,56176
16835,"Walnut Grove,AL",Etowah,1,700,53,34.0641,-86.2863,America/Chicago,35952 35990
16836,"Gambell,AK",Nome,2,700,25,63.7538,-171.6881,America/Nome,99742
16837,"Maplesville,AL",Chilton,1,700,82,32.7867,-86.8783,America/Chicago,36750
16838,"Scalp Level,PA",Cambria,38,700,410,40.2495,-78.8442,America/New_York,15963
16839,"Motley,VA",Pittsylvania,46,700,68,37.0657,-79.3474,America/New_York,24563 24557
16840,"Wiscon,FL",Hernando,9,700,321,28.5409,-82.4664,America/New_York,34613 34601
16841,"Reile's Acres,ND",Cass,34,700,538,46.927,-96.8666,America/Chicago,58102
16842,"Stratford,IA",Hamilton,15,699,141,42.2691,-93.9272,America/Chicago,50249
16843,"Alburnett,IA",Linn,15,699,329,42.1492,-91.621,America/Chicago,52202
16844,"New Milford,IL",Winnebago,13,699,180,42.1778,-89.0647,America/Chicago,61109
16845,"Harleyville,SC",Dorchester,40,699,234,33.2126,-80.4478,America/New_York,29448
16846,"Parks,LA",St. Martin,18,699,319,30.2173,-91.8271,America/Chicago,70582
16847,"Upton,KY",Hardin,17,698,198,37.4626,-85.899,America/New_York,42784
16848,"Brooklyn,IL",St. Clair,13,698,332,38.6542,-90.1678,America/Chicago,62059 62201
16849,"Wood Heights,MO",Ray,25,698,118,39.3414,-94.1635,America/Chicago,64024
16850,"Holiday Beach,TX",Aransas,43,698,167,28.167,-97.006,America/Chicago,78382
16851,"Collbran,CO",Mesa,6,698,482,39.2399,-107.9636,America/Denver,81624
16852,"East Fork,AZ",Navajo,3,698,130,33.8081,-109.9227,America/Phoenix,85941
16853,"Greenbush,MN",Roseau,23,698,177,48.701,-96.1835,America/Chicago,56726
16854,"Ash Fork,AZ",Yavapai,3,698,116,35.2172,-112.4912,America/Phoenix,86320
16855,"Buffalo,IN",White,14,698,113,40.888,-86.7374,America/Indiana/Indianapolis,47960 47925
16856,"North Creek,NY",Warren,32,698,153,43.6923,-73.9835,America/New_York,12853
16857,"Charleston,TN",Bradley,42,697,259,35.2863,-84.7611,America/New_York,37310
16858,"North Freedom,WI",Sauk,49,697,321,43.459,-89.8603,America/Chicago,53951
16859,"Saluda,NC",Polk,33,697,173,35.2375,-82.3469,America/New_York,28773
16860,"Vaughn,WA",Pierce,47,697,114,47.355,-122.7773,America/Los_Angeles,98329 98394
16861,"Hampton,MN",Dakota,23,697,218,44.6085,-93.0025,America/Chicago,55031
16862,"East Williston,FL",Levy,9,697,89,29.3883,-82.4165,America/New_York,32696
16863,"Deemston,PA",Washington,38,697,28,40.0273,-80.0334,America/New_York,15360 15333
16864,"Condon,OR",Gilliam,37,697,329,45.2366,-120.1859,America/Los_Angeles,97823
16865,"Quilcene,WA",Jefferson,47,697,30,47.8369,-122.9058,America/Los_Angeles,98376
16866,"Medora,IN",Jackson,14,696,855,38.8245,-86.1712,America/Indiana/Indianapolis,47260
16867,"Hospers,IA",Sioux,15,696,533,43.0722,-95.9039,America/Chicago,51238
16868,"Courtland,MN",Nicollet,23,696,102,44.2701,-94.3464,America/Chicago,56021
16869,"Bloomington,WI",Grant,49,696,212,42.8932,-90.9264,America/Chicago,53804
16870,"Science Hill,KY",Pulaski,17,696,350,37.174,-84.6329,America/New_York,42553
16871,"Inyokern,CA",Kern,5,696,24,35.6546,-117.8212,America/Los_Angeles,93527
16872,"Bancroft,IA",Kossuth,15,696,482,43.2929,-94.2176,America/Chicago,50517
16873,"Perry,MO",Ralls,25,695,212,39.43,-91.6665,America/Chicago,63462
16874,"Mellen,WI",Ashland,49,695,144,46.324,-90.6607,America/Chicago,54546
16875,"Frankfort,KS",Marshall,16,695,266,39.704,-96.417,America/Chicago,66427
16877,"Unalakleet,AK",Nome,2,695,93,63.8922,-160.786,America/Anchorage,99684
16878,"Canton,KS",McPherson,16,695,540,38.3859,-97.43,America/Chicago,67428
16879,"Queenstown,MD",Queen Anne's,20,695,133,38.9868,-76.1633,America/New_York,21658
16880,"Wartrace,TN",Bedford,42,695,306,35.5253,-86.3301,America/Chicago,37183
16881,"San Ygnacio,TX",Zapata,43,695,176,27.048,-99.4321,America/Chicago,78067
16882,"Foot of Ten,PA",Blair,38,695,458,40.4182,-78.4612,America/New_York,16635
16883,"River Road,WA",Clallam,47,694,760,48.0677,-123.1276,America/Los_Angeles,98382
16884,"Pecan Hill,TX",Ellis,43,694,125,32.4906,-96.7815,America/Chicago,75154 75165
16885,"Melbourne Village,FL",Brevard,9,694,460,28.088,-80.6652,America/New_York,32904
16886,"West Wood,UT",Carbon,44,694,251,39.6051,-110.8424,America/Denver,84501
16887,"Jackson Heights,NC",Lenoir,33,694,184,35.2236,-77.6333,America/New_York,28504
16888,"Loretto,KY",Marion,17,693,83,37.6351,-85.3985,America/New_York,40037
16889,"Battle Creek,IA",Ida,15,693,536,42.3168,-95.6003,America/Chicago,51006
16890,"Holden,WV",Logan,48,693,71,37.8238,-82.0788,America/New_York,25625
16891,"Warsaw,OH",Coshocton,35,693,550,40.336,-82.0019,America/New_York,43844
16892,"York Haven,PA",York,38,693,897,40.1106,-76.7149,America/New_York,17370
16893,"Ridgeway,VA",Henry,46,693,280,36.5781,-79.8583,America/New_York,24148
16894,"Kenefick,TX",Liberty,43,693,172,30.1069,-94.8502,America/Chicago,77535
16895,"Linn,TX",Hidalgo,43,693,5,26.5662,-98.1297,America/Chicago,78563 78542 78541
16896,"Wittmann,AZ",Maricopa,3,693,277,33.7749,-112.5251,America/Phoenix,85361
16897,"Ashkum,IL",Iroquois,13,693,326,40.8783,-87.9533,America/Chicago,60911
16898,"Lorain,PA",Cambria,38,692,788,40.296,-78.8961,America/New_York,15902
16899,"Mullan,ID",Shoshone,12,692,322,47.4689,-115.7968,America/Los_Angeles,83846
16900,"Corydon,KY",Henderson,17,692,492,37.7403,-87.7063,America/Chicago,42406
16901,"Lone Oak,TX",Hunt,43,692,240,32.9961,-95.9406,America/Chicago,75453
16902,"Pisgah,AL",Jackson,1,692,55,34.6844,-85.846,America/Chicago,35765
16903,"Oakville,WA",Grays Harbor,47,692,483,46.8403,-123.2337,America/Los_Angeles,98568
16904,"Cascade,WI",Sheboygan,49,692,324,43.6599,-88.0071,America/Chicago,53011
16905,"Fort Jones,CA",Siskiyou,5,692,443,41.6085,-122.8411,America/Los_Angeles,96032
16906,"West Lebanon,IN",Warren,14,692,434,40.2724,-87.3862,America/Indiana/Indianapolis,47991
16907,"Natural Steps,AR",Pulaski,4,692,95,34.8669,-92.4881,America/Chicago,72135
16908,"Portal,GA",Bulloch,10,692,133,32.5383,-81.9297,America/New_York,30450
16909,"McCoole,MD",Allegany,20,692,190,39.4534,-78.9731,America/New_York,21562 21557
16910,"Bevier,MO",Macon,25,691,273,39.7508,-92.5644,America/Chicago,63532
16911,"Chesapeake City,MD",Cecil,20,691,503,39.528,-75.8095,America/New_York,21915
16912,"Brownsdale,MN",Mower,23,691,593,43.7401,-92.8675,America/Chicago,55918
16913,"Springer,OK",Carter,36,691,17,34.2909,-97.1255,America/Chicago,73401 73458
16914,"Cedar Crest,NM",Bernalillo,31,691,85,35.1114,-106.3802,America/Denver,87008
16915,"Town of Pines,IN",Porter,14,691,118,41.6882,-86.9518,America/Chicago,46360
16916,"Mill Creek,WV",Randolph,48,691,584,38.7319,-79.9725,America/New_York,26280
16917,"Pleasant View,PA",Armstrong,38,691,272,40.6121,-79.5711,America/New_York,15690
16918,"Mokelumne Hill,CA",Calaveras,5,691,86,38.3057,-120.7061,America/Los_Angeles,95245
16919,"Cohassett Beach,WA",Grays Harbor,47,691,205,46.8656,-124.1054,America/Los_Angeles,98595
16920,"Sewickley Hills,PA",Allegheny,38,690,107,40.568,-80.1271,America/New_York,15143
16921,"Oriskany Falls,NY",Oneida,32,690,526,42.938,-75.4636,America/New_York,13425
16922,"Deerfield,KS",Kearny,16,690,553,37.9818,-101.1331,America/Chicago,67838
